idkunden;Nachname;Vorname;Geburtsdatum;Stadt
27161;Bach;Hans-Dieter;1953-03-03;Sulzbach
27162;Sensbergs;Sven;1974-06-03;Riga
27163;Schmidt;Klaus;1959-08-01;Pirkhof
27164;Schwarze;Norbert;1950-05-02;Hamburg
27165;Schulz;Kurt;1951-02-04;Malchin
27166;Keller;Alojz;1952-08-03;Schorndorf
27167;Ünlü;Alexander;1975-08-13;Stuttgart
27168;Gündogdu;Karl-Heinz;1954-06-11;Cayirli Erzincan
27169;Sedevcic;Andreas;1976-04-04;Leonberg
27170;Seidler;Guenther;1969-03-31;Wolterdorf
27171;Vezelovici;Walter;1958-08-30;Budesti
27172;Tretner;Abraham;1958-03-29;Dresden
27173;Czarski;Luigi;1970-02-13;Waldmark
27174;Brey;Klaus;1958-12-06;Neustadt/ Donau
27175;Witteborn;Stephan;1969-05-30;Cochstedt
27176;Mittel;Werner  Karl;1938-01-27;Mannheim Waldhof
27177;Dikici;Reiner Albert Jürgen;1968-04-20;Istanbul
27178;Sausen;Günther;1963-12-05;?
27179;Mihaila;Salvatore;1959-01-01;Roman
27180;Libert;Janek-Roman;1972-03-11;Gorzow Wielkopolski
27181;Aus der Wieschen;Ralf Dietmar;1965-06-14;Mühlheim an der Ruhr
27182;Fröscher;Ernst;1944-12-12;Frankfurt / Oder
27183;Uzunok;Mario;1970-05-16;Stuttgart
27184;Switon;Dominik;1981-07-23;Kattowitz
27185;Uhlig;Jens Harald;1950-04-08;?
27186;Heissenstein;Günther Fritz;1952-06-05;Hildesheim
27187;Reyer;Eric;1976-10-21;Torgelow
27188;Kleinschmidt;Jlias;1959-09-18;Hamburg
27189;Fappiano;William;1958-08-24;Roma
27190;Ruch;Volker Bernd;1966-12-12;Pforzheim
27191;Trautner;Andreas;1985-11-18;?
27192;Golz;Clint David;1960-03-12;Bad Wildbad
27193;Mosbacher;Patrick;1987-04-24;Heidelberg
27194;Nuri;Eugen;1954-05-04;Kabul
27195;Ahmed;Lothar Eugen;1959-12-31;Bagdad
27196;Stradinger;Karl-Heinz;1956-12-07;Marbach a. Neckar
27197;Blessing;Andreas;1969-07-10;Stuttgart
27198;Gheorghe;Thomas;1958-03-10;Calarasi
27199;Kappenberger;Joachim;1977-10-27;Freising
27200;Hensch;Maria;1963-01-19;Ak-Kabak
27201;Ince;Anton Josef;1971-02-17;Aksaray
27202;Scholl;Norbert;1941-09-09;ESSEN
27203;Wegner;Erich;1934-02-14;Seehausen
27204;Utz;Erich;1924-04-12;Ellwangen
27205;Bönke;Manfred Wilhem;1933-06-08;?
27206;Hansel;Sten;1979-07-21;Altdöbern
27207;Stradinger;Harry;1964-07-29;Marbach a. Neckar
27208;Roszner;Jürgen;1964-07-15;Stuttgart
27209;Geßner;David james Godfrey;1964-06-05;Stuttgart
27210;Lichtenstein;Alexander;1977-01-13;Leonberg
27211;Weinke;Akele;1966-04-11;?
27212;Joy;Marko;1952-04-29;Freetown-SLE
27213;Wuttke;Eckhard;1953-06-23;?
27214;Mihaila;Robert;1968-07-05;Roman
27215;Ulferts geb. Oelschläger;Maciey Adam;1977-01-19;Wernigerode
27216;Milewski;Heiko - Udo;1969-03-02;?
27217;Lass;Guenther;1969-03-31;Venemaa
27218;Ritter;Sascha Heinz;1973-03-17;?
27219;Erler;Robert;1968-07-05;Meerane (Krs.Glauchau)
27220;Rosin;Fernando Manuel;1970-12-05;Potsdam
27221;Fuchs;Christian Gerd;1967-04-24;Pforzheim
27222;Backoff;Antonin;1963-06-25;Sondershausen
27223;Eckmann;Klaus Peter;1953-09-10;Brannenburg / Rosenheim
27224;Bernardt;Tobias  Hans  Hugo;1980-01-20;Augsburg
27225;Schwarz;Robert;1962-12-18;?
27226;Wever;Günter;1954-08-11;Artesia
27227;Biedermann geb. Urbansky;Mohammad Hassan;1964-07-20;Leisnig
27228;Däuble;Emrusch;1985-06-20;?
27229;Hauf;Jürgen;1964-03-03;Berlin
27230;Johrend;Karl-Heinz Jürgen;1940-03-14;Pitesti
27231;Schorer;Joachim;1958-07-02;Hitzkofen
27232;Kern;Henryk  Herbert;1937-02-26;Hausen jetzt Brackenheim
27233;Tzegat;Virginijus;1965-04-08;Asmara
27234;Ludwig;Friedrich;1951-08-06;Peitz
27235;Silcher;Walter;1953-12-22;Stuttgart
27236;Eisel;Lorenz;1954-08-04;Mainz
27237;König;Alex;1979-06-02;Dresden
27238;Juniku;Günter;1927-09-25;Jakovica
27239;Hempel;Franz;1945-03-07;Leipzig
27240;Pacino;Wolfgang Franz Gerhardt;1955-08-15;Gelsenkirchen
27241;Rebronja;Ulrich;1948-02-20;?
27242;Cesarz;Günter Erich Alwin Wilhelm;1932-01-14;Siegburg
27243;Brand;Florin;1983-03-07;Konstanza
27244;Petrak;Berthold;1965-02-23;Kropstädt
27245;Ritter;Jürgen;1965-04-05;Treis-Karden
27246;Wagner;Achim;1963-08-29;Zittau
27247;Schuchhardt;Christos;1964-10-12;Freiburg
27248;Paramanantharajah;Mohammad;1957-09-18;Manipay
27249;Wuttke;Marcus;1973-03-09;?
27250;Trzeba;Gerhard;1937-09-09;Triberg
27251;Traut;Erich;1943-01-25;Ludwigsburg
27252;Radtke;Wladimir;1979-09-01;Lage / Lippe -Westfalen
27253;Kallenbach;Abbes;1982-03-01;Bochum
27254;Schüßler;Peter;1963-08-29;Ehingen
27255;Ibrahim;Schafik;1978-05-02;Kairo
27256;Gebrecht;Bernd;1957-09-26;?
27257;Westrich;Jens;1981-09-06;?
27258;Gruia;Ushiar;1968-11-03;Gottlob
27259;Marx;Uwe Karl Heinz;1970-08-23;Wuppertal
27260;Bardakciöz;Karl-Heinz Werner;1933-11-07;Hatice
27261;Faust;Josef Anton;1934-01-01;?
27262;Jasper;Thomas;1957-11-21;Salzgitter
27263;Weiß;Walter;1932-05-01;Villingen-Schwenningen
27264;Wallwitz;Matija;1944-06-07;Roßlau-Elbe
27265;Silcher;Georg;1959-04-18;Stuttgart
27266;Von Engelmann;Ibrahim;1975-02-12;Bischofswiesen
27267;Woweries;Thomas Michael;1962-06-17;Herrenberg
27268;Catalfano;Manuel;1983-07-03;Bari
27269;Lippert;Günther Paul;1968-07-12;Weiden
27270;Antoni;Walter;1935-02-27;Hohenhaslach bei Ludwigsburg
27271;Roser;Martin;1972-02-29;Leonberg
27272;Mäckle;Hartmut;1961-10-06;Überlingen
27273;Auge;Helmut;1959-02-02;Bonn- Duisdorf
27274;Nickel;Lütfi;1963-12-30;Neustadt an der Weinstraße
27275;Sol;Karl Peter;1945-03-17;Caybasi
27276;Emmel;Aristeidis;1968-10-25;?
27277;Spencer;Giuseppe;1979-02-24;Hall
27278;Stahl;Klaus Dieter;1961-05-26;Oberhausen
27279;Gehlker;Marcel;1980-11-28;Hamburg
27280;Müller;Ulf - Andreas;1962-06-02;Halle (Saale)
27281;Maas;Stefan;1971-10-20;Aschaffenburg
27282;Schlegel;Zbigniew;1949-09-15;Dortmund
27283;Friedl;Joachim;1954-03-25;Winnenden
27284;Pokrandt;Artur;1965-03-07;Sulschinowka/Ukraine
27285;Occhilupo;Nobert;1958-02-05;Zug / Schweiz
27286;Krenkel;Andreas;1980-11-12;Rochlitz
27287;Hammer;Johannes-And.;1958-11-19;Mainz
27288;Krenkel;Mario;1976-01-01;Rochlitz
27289;Mauck;Helmut;1967-03-11;Borna
27290;Ferla;Harald Hans;1952-10-21;Rosolini
27291;Müller;Jürgen;1955-02-20;?
27292;Brunnert;Daniel;1982-05-09;Hohenlimburg
27293;Jasip Salman;Jörg Heiko;1972-05-03;Bagdad
27294;Beyer;Gert;1943-02-17;Bielefeld
27295;Kiflemarian;Salvatore;1966-05-15;Adis Abbeba
27296;Frey;Kazimierz Jozef;1961-04-15;Alzey
27297;Petrak;Boris;1968-01-25;Fellbach-Schmiden
27298;Heldens;Florian Andreas;1968-08-23;Sindelfingen
27299;Vycital;Wolfgang;1963-01-02;Neuwied
27300;Rohloff;Peter;1958-01-04;Strausberg
27301;Kammin;Dieter;1938-12-23;Hedelfingen
27302;Wilferth;Günter;1955-06-07;Naila
27303;Flößer;Thomas;1964-12-19;Stuttgart
27304;Vogel;Frank;1968-10-14;Bad Cannstatt
27305;Hontvari;Gürsel;1967-03-03;Budapest
27306;Krause;Grozdan;1937-05-01;Altenkirchen
27307;Lemke;Berthold;1965-02-23;Schipizino
27308;Kandasamy;Jose;1968-04-06;Kondavil
27309;Domes;Seyho;1979-08-20;?
27310;Lihtar;Avdiya;1947-03-24;Virovitica
27311;Bink geb. Rennspieß;Alexander;1973-06-26;Duisburg
27312;Berndt;Paramanandam;1952-07-07;Karl- Marx- Stadt
27313;Vogt;Reinhard;1947-04-03;Witten
27314;Lindenmann;Ferhat;1981-05-25;Zagreb
27315;Uzunok;Piotr Adam;1972-08-09;Stuttgart
27316;Tavares;Jens;1975-06-30;Campo Grande
27317;Szymannski;Stephan;1981-06-16;Glogow
27318;Köppel;Bernhard;1959-05-27;Wertheim
27319;Bhuiyan;Michael Walter;1961-04-12;Dhaka/Bangladech
27320;Odorico;Thomas;1959-10-11;Stuttgart
27321;Gieb;Patric Rudi;1966-10-07;Langenthal
27322;Lichte;Alojz;1952-08-03;Bad Oenhausen
27323;Zunker;Raul Francisco;1978-03-04;Nürtingen
27324;Preusger;Lorenz;1954-08-04;Löwenberg
27325;Gehre;Hans;1942-12-12;Steinheidel-Erlanbrunn
27326;Tybel;Uwe Janos;1957-04-05;Sokal
27327;Theodoridis;Wolfgang Joachim;1955-06-09;Oberhausen
27328;Jahn;Uwe;1959-07-29;Calw
27329;Fischer;Martin;1965-09-30;Waren/Müritz
27330;Paramanantharajah;Markus;1971-07-14;Manipay
27331;Kurz;Thomas;1981-06-16;Stuttgart
27332;Schaeling;Rüdiger;1968-12-31;Köln
27333;König;Ralf Joachim;1964-03-09;Dresden
27334;Sueleyman;Rolf;1945-06-20;Ankara
27335;Meyer;Boban;1979-04-05;Hamburg
27336;Leuschner;Wolf;1959-03-11;Breslau
27337;Yadku;Günter Erwin Kurt;1962-12-26;Bagdad
27338;Zunker;Klaus;1951-01-14;Nürtingen
27339;Eisel;Norbert;1962-04-10;Plochingen
27340;Einsporn;Peter Martin;1946-08-04;Hof
27341;Huber;Horst;1943-06-03;Bruckmühl
27342;Dörflinger;Hartmut;1963-03-20;Aalen
27343;Leithold;Alan;1973-11-29;Riesa / Sachsen
27344;Fedor;Harry-Jürgen;1968-09-30;Kosice
27345;Rettinger;Andrej;1970-09-05;Bad Kreuznach
27346;Biedermann geb. Urbansky;Harald;1965-05-15;Leisnig
27347;Ueltzhoeffer;Uwe;1973-03-04;Biberach
27348;Zabusch;Gabriel Jean Alphonse;1941-10-17;Pretoria
27349;Wassermann;Rolf Ernst Emil;1957-06-06;?
27350;Czarski;Dante Italino;1933-11-08;Waldmark
27351;Kefela;Jürgen;1965-01-21;Asmara / Eritrea
27352;Meihsner;Wolfgang-Heinrich;1962-10-20;Cosel
27353;Jung;Manfred;1953-07-05;Schorndorf
27354;Wenkel;Joszef;1965-04-13;Berlin
27355;Koch;Janakan;1969-04-26;Freiburg im Breisgau
27356;Moreira Carvahlo;Jörg;1956-04-15;Felgueiras St.-Eulalia
27357;Holzmann;Hasan Aziz;1961-01-02;Malo-Enisejskoe
27358;Schmidtke;Ralph Edgar;1950-02-19;Stadthagen
27359;Chami;Eugen;1971-12-11;Mekla
27360;Ayeh;Ushiar;1968-11-03;Lartey
27361;Wackenhut;Heinz-Wilhelm;1952-02-11;Esslingen am Neckar
27362;Reinartz;Robert Peter;1951-01-10;Nieheim - Hüstel
27363;Gelfert;Hermann Ludwig;1949-04-22;Rastatt
27364;Bujaku;Rüdiger;1960-12-12;Sollobaje
27365;Schmitz;Joseph Andre;1944-04-08;Tapiau (bei Königsberg)
27366;Dittmeier;Frank;1969-01-15;Stralsund
27367;Menagia geb. Mäke;Olaf;1968-09-16;Dortmund
27368;Eidenschink;Oliver;1963-08-28;?
27369;Sundaralingam;Calin;1954-03-24;Inuvil
27370;Riedrich-Möller;Rolf;1951-10-12;Atenburg
27371;Karabulut;John  Martin  Hermann;1954-05-02;Mersin
27372;Kremer;Paul Hermann Nahs;1947-05-20;Siegburg
27373;Oelke;Ludger, Franz, Josef;1941-08-20;Göppingen
27374;Loeschke;Arsen;1978-11-19;Augsburg
27375;Wirth;Maik;1982-06-11;Berlin
27376;Strigl;Peter Erich Richard;1966-06-08;Wernau am Neckar
27377;Kesting;Dieter Axel Michael;1960-08-19;Misburg / Hannover
27378;Hertrich;Peter;1958-01-04;Landshut
27379;Lurz;Karl - Heinz;1931-05-21;Hilgert / Westerwald
27380;Pranjic;Dawitt;1979-03-01;Donji Brisnik
27381;Olah;Hans-Peter;1942-03-16;RRimavska Sabota
27382;Moser;Horst;1940-07-23;Sontheim a.d. Brenz
27383;Reicher;Andreas;1962-12-13;Reolfocla
27384;Kellermann;Nelu;1965-03-20;Waiblingen
27385;Beck;Hans-Peter;1947-02-03;Bremen
27386;Zayed;Peter;1941-12-12;Kuwait
27387;Occhilupo;Kay Sönke;1973-06-15;Zug / Schweiz
27388;Marcus;Arpad;1961-02-26;Bukarest
27389;Kimmig;Helmut;1938-04-04;Görwihl
27390;Feldberg;Hans Rudi;1957-03-08;Stralsund
27391;Von orlow;Eugenio;1948-01-27;Berlin
27392;Nestler;Peter;1964-03-10;Bergen
27393;Mauersberger;Mohammed Reza;1961-03-29;Hagen
27394;Kluß;Ayhan;1976-04-15;Breslau
27395;Bergmann;Arthur;1953-12-10;?
27396;Sommer;Herve;1966-01-07;Petrovo / Serbien
27397;Anholt;Ricky Hubert;1982-05-13;?
27398;Koball;Norbert;1964-01-14;Karlsruhe
27399;Schultz;Matteo;1942-12-23;Stuttgart
27400;El--Saoui;Timo Stephan;1973-03-29;Thyrus
27401;Svynarchuk;Alan;1973-11-29;Neustrelitz
27402;Sommer;Georgios;1959-06-22;Petrovo / Serbien
27403;Jahn;Marcel;1980-11-28;Dorf der Jugend
27404;Rieger;Siegfried;1963-07-21;Stuttgart
27405;Meier;Nikolaus;1930-05-19;Zelinograd
27406;Richert;Salvatore;1951-09-21;Stuttgart-Bad Cannstatt
27407;Reitz;Ulrich Aug.Fr.;1953-03-25;Stuttgart
27408;Steinke;Milutin;1939-08-27;Kleinmachnow
27409;Küncülü;Bülent;1978-01-28;Pazarcik
27410;Flad;Dirk;1968-02-13;Willmandingen
27411;Kreuzer;Andreas;1961-05-07;Bad-Cannstatt
27412;Müller;Peter;1953-03-19;Pirmasens
27413;Lang;Mario;1962-08-20;Hildesheim
27414;Ostermann;Jürgen;1944-07-18;Beilstein / Mosel
27415;Spiegel;Frank;1959-05-16;Frankfurt a.Main
27416;Beyersdorff;Horst Günther Danny;1974-06-08;?
27417;Schoch;Uwe Karl Heinz;1970-08-23;Stuttgart-Hedelfingen
27418;Schmacht;Robert;1959-05-20;Ringen / Grafschaft
27419;Schlag;demetrius;1934-01-14;Windbergen
27420;Botis;Georg;1953-09-06;Sighetu Marmatiei
27421;Fischer;Uwe;1969-11-29;Bad Cannstatt
27422;Sternberg;Dietmar;1956-02-29;Berlin
27423;Uzunok;Frank;1962-05-20;Stuttgart
27424;Ottemann;Joachim;1960-02-01;Apolda
27425;Rosa Paulo;Ralf;1962-02-14;Santo Andre das Tojeiras Castello Branco
27426;Herwig;Rolf Erwin;1937-04-30;Wetter an der Ruhr
27427;Kratzmeier;Michael;1948-02-17;Speyer
27428;Barczewies;Oliver;1972-01-29;?
27429;Buddensieck;Uwe Karl Heinz;1970-08-23;Neustadt am Rübenberge
27430;Scheiba;Wolfgang;1955-11-04;Stuttgart
27431;Kuhr geb. Geidel;Mohamad;1979-05-05;Schorndorf
27432;Malcherczyk;Jan;1966-05-03;Potsdam
27433;Maierböck;Uwe;1965-05-02;Ulm
27434;Takam;Lütfi;1963-12-30;Bandjoun / Kamerun
27435;Alimay;Andrew;1958-06-03;?
27436;Langer;Klaus-Gerhard;1951-04-04;Seekirchen
27437;Röttger;Karl;1948-04-19;?
27438;Bock;Horst-Emil;1941-08-11;Stuttgart / B. Cannstatt
27439;Arunasalam;Jörg;1969-11-22;Jaffna
27440;Kreber;Gerhard;1945-01-20;Kasachstan
27441;Sarp;Milutin;1939-08-27;Oevecipinar
27442;Feuerfeil;Jeremie Jean Laurent;1972-06-17;Villingen/Schwarzwald
27443;Kootz;Marco a vicen;1983-01-06;Bützow
27444;Kohnle;Adam;1959-07-17;RuiT-Ostfildern
27445;Karadag;Fairine;1977-09-09;Ankara
27446;Loeschke;Celebi;1953-01-01;Augsburg
27447;Frehle;Peter;1955-06-16;Weimar
27448;Schittenhelm;Mesuk;1972-10-30;?
27449;Volz;Michael Mike;1975-09-28;Stuttgart
27450;Karabulut;Dieter;1960-01-05;Mersin
27451;Ising;Arnim;1946-09-24;?
27452;Glowa;Rein;1962-03-02;Königsee
27453;Illi;Erwin;1945-03-13;Vaihingen an der Enz
27454;Friedl;Orhan;1967-04-15;Winnenden
27455;Cornelius;Thomas Michael;1968-10-21;Kronenburg
27456;Scharrmann;Udo;1960-04-26;Radevormwald
27457;Taranenko;Guiseppe A.;1960-09-01;Put Komunizmu
27458;Matthes;Marcus;1980-08-06;Karl-Marx-Stadt
27459;Titz;Holger;1955-02-06;Sinsheim
27460;Lange;Fred Adolf Egon;1954-08-26;?
27461;Hortas;Axel Michael;1971-02-02;Barcelona
27462;Mouratidis;Thomas;1964-02-21;Stuttgart
27463;Schrader;Ferhat;1985-01-01;Lüneburg
27464;Schindele;Josef Friedrich;1935-03-30;Calw
27465;Joram;Christof;1966-04-11;Jena
27466;Nalenz;Carlos Alberto;1976-08-27;Marienwerder
27467;Wanielik;Thomas;1965-06-21;Kirchheim unter Teck
27468;Zaremba;Christian;1986-07-17;Graudenz / Westpreußen
27469;Zelaya Almuna;Rolf;1982-11-22;Santiago
27470;Feustel;Michael;1972-08-19;Kassel
27471;Hans;Wolf;1959-03-11;Haufhausen
27472;Roes;Abdela;1973-08-15;Münster
27473;Test8;Armin;1949-07-03;uuuuuuuuuuuu
27474;Fiebig;Michael Thomas;1967-08-10;Ochsenhausen
27475;Bernards;Hans Dieter;1964-12-31;Düren
27476;Schmitt;Heinz-Wilhelm;1952-02-11;?
27477;Richter;Roman;1978-09-27;Saalfeld
27478;Abd El Aziz;Manuel;1983-07-03;Alexandria
27479;Kreuz;Janusz;1956-05-14;?
27480;Frick;David Matthew Park;1972-02-06;?
27481;Dudek;Günter Rudolf Max;1947-04-22;Schleswig
27482;Mc Carroll;Thomas;1964-07-15;Fear Manach/Fremanagh
27483;Grimm;Joachim Ulrich;1962-05-10;?
27484;Schneider;Heinz Günther;1949-08-06;Menzingen J Kraichtal
27485;Weber;Manuel;1978-10-04;Rudolstadt
27486;Wroblewski;Christian;1959-08-19;Stuhm
27487;Dal;Abdul Momen;1956-06-17;gümüshane
27488;Pullera;Khaled;1962-12-05;Rocca di Neto
27489;Tessner;Erwin Harald;1968-10-23;Annaberg-Buchholz
27490;Matousek;Andreas;1972-06-21;Necklinsberg
27491;Bernardt;Mehmet Hanifi;1977-08-24;Augsburg
27492;Golz;Mana;1974-06-17;Bad Wildbad
27493;Sande;Michael Bruce Horst;1962-03-23;Annahütte
27494;Mc Carroll;Henryk  Herbert;1937-02-26;Fear Manach/Fremanagh
27495;Lewandowski;Ilario Lorenzo;1965-08-10;Przedecz
27496;Hawran;Heinrich;1939-09-08;Frankfurt a.M.
27497;Killmeyer;Vlado;1948-03-17;Köln
27498;Müller;Gabor;1957-12-30;Karlsruhe
27499;Plander;Walter;1948-12-01;Bojnice, Prievidza
27500;Szymannski;Mahmut;1979-08-01;Glogow
27501;Raabe;Helmut;1956-03-22;Wurzen
27502;Maruszczyk;Andreas;1982-01-04;Cottbus
27503;Schmidt;Ingo;1959-03-27;Wuppertal
27504;Stotz;Piotor;1970-09-21;Stuttgart
27505;Denk;Martin  Claus;1959-10-03;Heilbronn
27506;Winnekendonk;Georg;1962-07-08;?
27507;Moretti;Daniel;1977-05-16;Nürnberg
27508;Weber;Timerlan;1973-12-30;Stuttgart
27509;Kanters;Jürgen - Michael;1967-12-13;Alblasserdam
27510;Klosterkamp;Konstantin;1934-05-21;Wuppertal
27511;Ziemann;Bua;1972-02-04;Waiblingen
27512;Schläger-Hirsch;Werner;1956-12-05;Landsberg
27513;Kaynak;Harald;1963-07-11;Böblingen
27514;Kautz;Markus;1974-02-25;Akusuat
27515;Skillton;Karl;1963-05-13;Radlett
27516;Lüdtke;Thomas;1959-09-22;Gerabronn
27517;Marwinski;Abraham;1958-03-29;Geldern
27518;Peric;Rene;1976-06-21;Berlin
27519;Heiß;Hans-Udo;1947-06-23;Rain am Lech
27520;Konameni Wandji;Hermann Fred;1954-05-12;Donala
27521;Dietz;Ortwin-Franz-Rudolf;1938-08-31;Schwarzbach
27522;Chatzis;Tilman;1981-10-21;Leptokarya
27523;Mahfoud;Sven;1982-11-23;Jable
27524;Graf;Helmuth;1952-01-23;Feuchtwangen
27525;Arnold;Enrico;1972-04-11;Offenbach
27526;Fedler;Michael;1961-01-19;Fürstenberg/H
27527;Felten;Cosimo Damiano Luigi;1973-11-03;Bielefeld
27528;Szwej;Karl-Heinz;1954-06-11;Swidnica
27529;Papadopoulos;Rolf;1958-04-03;Kasachstan
27530;Scharf;Mario;1969-02-27;?
27531;Prajzendanc;Christoph;1974-07-21;Kamienna
27532;Trzeba;Lars;1976-05-25;Triberg
27533;Brausewetter;Frank Lutz;1958-08-13;Leonberg
27534;Steiner;Klaus-Dieter;1958-01-24;Resita
27535;Saridzic;Gerd Rüdiger;1965-01-28;Zagreb
27536;Ferwing;Michael Jens;1980-05-04;Hamburg
27537;Wranik;Björn;1981-06-29;Geislingen
27538;Güneysu;Werner;1939-12-13;Istanbul
27539;Vinci;Günther Fritz;1952-06-05;Mesagne
27540;Mayer;Johann;1945-12-24;Pliezhausen
27541;Schwarzkopf;Franz;1952-10-15;Karlsruhe
27542;Wendt;Andreas;1957-09-25;Borwa
27543;Sande;Hans-Peter Otto;1956-10-08;Annahütte
27544;Berndt;Hasan Malik;1974-11-30;Werdau
27545;Ruf;Karl-Heinz;1959-10-06;Stuttgart
27546;Kittelmann;Robert;1959-02-27;Dresden
27547;Liebschner;Alfred;1947-07-19;?
27548;Henneberg;Udo;1957-05-11;Wippra
27549;Schöninger;Dionyz;1953-05-09;Rochlitz
27550;Berreth;Uwe;1960-07-13;Aalen-Wasseralfingen
27551;Mayer;Karsten Ingo;1964-05-10;Heilbronn
27552;Gruber;Michael;1975-12-17;Budapest
27553;Heeger;Marco;1973-01-29;Hannover
27554;Buse;Heinz;1960-02-05;Stuttgart
27555;Wantola;Claus Günther;1966-05-19;Oppeln
27556;Nießen;Günter Hermann;1940-02-17;Köln
27557;Forst;Karl-Heinz Jürgen;1940-03-14;Essen
27558;Yassin;Craig;1978-08-26;Asmara
27559;Einsporn;Klaus-Dieter;1960-11-08;Hof
27560;Röring;Falk;1978-02-04;Bonn
27561;Schoepe;Enrico;1962-05-03;Zossen
27562;Grupp;Sasa;1977-05-08;Stuttgart
27563;Krumm;Edward Michael;1953-10-12;Greifswald
27564;Kiesel;Ewgenij;1977-08-29;Gelsenkirchen
27565;Griesse;Jürgen;1966-09-02;Siegen
27566;Fliegauf;Lorenz;1954-08-04;Lauda / Main-Tauber-Kreis
27567;Munir Kmudir;Markus;1974-02-25;Bagdad
27568;Wiedemannott;Johann;1961-07-05;?
27569;Odorico;Paul Hermann Nahs;1947-05-20;Stuttgart
27570;Kalla;Raffaele;1977-05-16;Beuthen
27571;Weber;Erwin, Otto;1938-08-27;Windeberg
27572;Protz;Gerhard Johann;1957-08-20;Stuttgart
27573;Kühne;Keith Edmund;1958-01-26;Großrörsdorf
27574;Nuri;Thomas;1943-12-16;Kabul
27575;Liebich;Uwe Karl Heinz;1970-08-23;?
27576;Paul;Sven-Olaf;1970-07-29;?
27577;Kramer;Mathias;1970-03-21;?
27578;Köhler;Manfred;1950-01-09;Mährich Ostrau
27579;Parker;Robert;1931-08-20;Torquay
27580;Schulze;Hans-Jürgen;1959-01-08;Burgsdorf/Eisleben
27581;Alscher;Marco;1974-03-20;Berlin-Heiligensee
27582;Geßner;Horst;1955-01-23;Stuttgart
27583;Liebschner;Hans Peter;1948-11-14;?
27584;Eleftheriadis;Emroh-Mahmut;1979-09-06;
27585;Khiar;Peter;1957-09-13;Auch
27586;Stolle;Werner Kurt;1949-12-23;Marl
27587;Holzberg;Stefan;1965-01-22;Wilhelmshaven
27588;Bauder;Leonhard Alois;1942-08-19;Stuttgart
27589;Widmann;Albert;1969-10-28;Aldingen/Krs. Tuttlingen
27590;Lochschmied;Piotr;1968-01-20;Kirchheim Teck
27591;Jost;Eduard;1977-02-07;Gelsenkirchen
27592;Bensch;Wilhelm;1932-07-04;Zlotoryja
27593;Genenger;Mitko;1974-10-10;Geislingen
27594;Krüger - Costa;Kurt;1955-10-19;Ludwigsburg
27595;Kröckel;Heiko;1964-03-02;Nassau
27596;Gergely;Tilman;1981-10-21;Mures
27597;Bussiere;Christop;1980-08-06;Dijon Cote-D`or
27598;Talovic;Charles michael;1959-01-30;Janja
27599;Tittel;Gunter;1963-05-27;?
27600;Harn;Rocco Vincenzo;1952-09-27;?
27601;Ibsen;Aleksandr;1963-02-18;Berlin-Kreuzberg
27602;Trautner;Reinhard;1965-11-21;?
27603;Holzberg;Maik;1980-08-17;Wilhelmshaven
27604;Pinto;Dieter;1938-04-17;Vila Nova de Gaia
27605;Heeger;Ali Hulki;1970-08-05;Hannover
27606;Klosterkamp;Axel Michael;1971-02-02;Wuppertal
27607;Helali;Kurt Adolf;1961-06-04;Kairuan
27608;Abdulla Amin;Mathias;1979-07-31;Mosul / Irak
27609;Mirza;Horst;1957-05-17;Tirgu Mures
27610;König;Horst;1929-02-25;Freudeberg KRS Siegen
27611;Grunewald;Thomas;1968-09-28;Stuttgart
27612;Klahn;Detlef Wingolf;1952-10-24;Ravensburg
27613;Stensky;Giuseppe;1979-02-24;Berlin
27614;Friese;Cedric;1980-10-19;Leipzig
27615;Eisele;Sami;1973-11-01;Geislingen an der Steige
27616;Gomez;Werner;1939-12-13;Madrid
27617;Farinha;Rüdiger;1945-03-24;Angola
27618;Dräger;Thorsten;1959-04-15;Schuttern
27619;Jung;Daniel;1965-08-11;Völklingen
27620;Prete;Waldemar;1960-03-19;Guardia Sangramondi
27621;Bock;Brahima;1965-08-04;Rathenow
27622;Dittmeier;Norbert;1958-08-19;Stralsund
27623;John;Mike Alexander;1972-07-18;Wahlstedt
27624;Cvetanovic;Gabor;1965-12-08;Gorcinci / Babusnica
27625;Skillton;Athanasios;1957-01-29;Radlett
27626;Kreuz;Jürgen;1962-08-07;?
27627;Sattler;Werner;1929-02-15;München
27628;Özbay;Hans-Dieter;1958-04-05;Gross-Umstadt
27629;Schneider;Theodor;1950-02-13;?
27630;Dorner;Osman;1946-09-01;Urach
27631;Oesting;Josef Anton;1934-01-01;Oldenburg
27632;Harder;Manfred-Hans;1954-02-19;Podlesnoe
27633;Muslija;Paul-Jürgen;1961-03-30;Shtrupullure / Kosovo
27634;Liefke;Armin;1963-08-11;Neuheim
27635;Schätzle;Kamel;1966-09-04;Haldensleben
27636;Bieser;Michael Walter;1961-04-12;?
27637;Melzer;Klaus;1945-09-01;Weimar
27638;Belling;Manfred;1956-04-24;Hamburg
27639;Zeiziger;Michael Rudolf;1953-07-16;?
27640;Stuhlert;Vladimir;1958-02-22;Loebau Sevilla
27641;Schlecht;Giovanni;1976-10-07;Sindelfingen
27642;Eckert;Jürgen Werner;1970-01-25;Eppingen
27643;Ludwig;Ivan;1951-01-27;Peitz
27644;Eichel;Bülent;1976-11-24;?
